period,provider_name,provider_name_raw,encounter_count,total_wrvu,shifts_worked,hours_worked,location
2024-07,"Griffin, Jonathan","Griffin, Jonathan",43,150.75,,,CCD
2024-07,"Hale, Samantha","Hale, Samantha",132,512.76,,,CCD
2024-07,"Hammond, Derek","Hammond, Derek",168,639.5705,,,CCD
2024-07,"Harmon, Julia","Harmon, Julia",108,307.56,,,CCD
2024-07,"Hassan, Omar","Hassan, Omar",191,724.99,,,CCD
2024-07,"Hughes, Nadia","Hughes, Nadia",60,222.9,,,CCD
2024-07,"Jensen, Alicia","Jensen, Alicia",48,158.76,,,CCD
2024-07,"Jordan, Matthew","Jordan, Matthew",156,521.4605,,,CCD
2024-07,"Kaufman, Rebecca","Kaufman, Rebecca",150,516.11,,,CCD
2024-07,"Kimura, Leslie","Kimura, Leslie",109,369.473,,,CCD
2024-07,"Lawson, Charles","Lawson, Charles",151,510.87,,,CCD
2024-07,"Lim, Angela","Lim, Angela",130,452.12,,,CCD
2024-07,"Marsh, Tyler","Marsh, Tyler",102,366.28,,,CCD
2024-07,"McCoy, Ethan","McCoy, Ethan",166,539.36,,,CCD
2024-07,"Mendez, Sofia","Mendez, Sofia",54,188.35,,,CCD
2024-07,"Monroe, Brian","Monroe, Brian",195,651.71,,,CCD
2024-07,"Morton, Andrew","Morton, Andrew",93,335.58,,,CCD
2024-07,"Nash, Vanessa","Nash, Vanessa",20,72.93,,,CCD
2024-07,"Oliver, Jason","Oliver, Jason",37,136.36,,,CCD
2024-07,"Quinn, Robert","Quinn, Robert",23,72.78,,,CCD
2024-07,"Reyes, Diana","Reyes, Diana",44,142.15,,,CCD
2024-07,"Rivera, Carlos","Rivera, Carlos",113,377.14,,,CCD
2024-07,"Robinson, Tanya","Robinson, Tanya",36,125.88,,,CCD
2024-07,"Ross, Graham","Ross, Graham",132,473.33,,,CCD
2024-07,"Sato, Hiroshi","Sato, Hiroshi",145,403.12,,,CCD
2024-08,"Aldridge, Marcus","Aldridge, Marcus",55,206.17,,,CCD
2024-08,"Barlow, Stephanie","Barlow, Stephanie",153,580.54,,,CCD
2024-08,"Beckett, James","Beckett, James",95,306.65,,,CCD
2024-08,"Carver, Elena","Carver, Elena",7,10.74,,,CCD
2024-08,"Chen, David","Chen, David",104,341.43,,,CCD
2024-08,"Cheng, Michelle","Cheng, Michelle",163,541.16,,,CCD
2024-08,"Cordova, Isabel","Cordova, Isabel",101,344.69,,,CCD
2024-08,"Daley, Kevin","Daley, Kevin",138,454.4,,,CCD
2024-08,"Denton, Rachel","Denton, Rachel",136,469.17,,,CCD
2024-08,"Devlin, Sean","Devlin, Sean",281,989.37,,,CCD
2024-08,"Donovan, Laura","Donovan, Laura",159,519.88,,,CCD
2024-08,"Ellison, Michael","Ellison, Michael",57,182.05,,,CCD
2024-08,"Farley, Christopher","Farley, Christopher",38,136.9,,,CCD
2024-08,"Garrett, Steven","Garrett, Steven",63,212.96,,,CCD
2024-08,"Gibson, Amanda","Gibson, Amanda",62,221.76,,,CCD
2024-08,"Graves, Anya","Graves, Anya",102,342.17,,,CCD
2024-08,"Griffin, Jonathan","Griffin, Jonathan",60,207.48,,,CCD
2024-08,"Hale, Samantha","Hale, Samantha",94,327.48,,,CCD
2024-08,"Hammond, Derek","Hammond, Derek",166,612.12,,,CCD
2024-08,"Harmon, Julia","Harmon, Julia",138,402.52,,,CCD
2024-08,"Hassan, Omar","Hassan, Omar",191,693.17,,,CCD
2024-08,"Hughes, Nadia","Hughes, Nadia",53,193.88,,,CCD
2024-08,"Jensen, Alicia","Jensen, Alicia",71,219.6,,,CCD
2024-08,"Jordan, Matthew","Jordan, Matthew",100,305.44,,,CCD
2024-08,"Kaufman, Rebecca","Kaufman, Rebecca",136,445.3205,,,CCD
2024-08,"Kimura, Leslie","Kimura, Leslie",150,511.5765,,,CCD
2024-08,"Lawson, Charles","Lawson, Charles",158,545.13,,,CCD
2024-08,"Lim, Angela","Lim, Angela",69,237.02,,,CCD
2024-08,"Marsh, Tyler","Marsh, Tyler",104,380.63,,,CCD
2024-08,"McCoy, Ethan","McCoy, Ethan",120,400.47,,,CCD
2024-08,"Mendez, Sofia","Mendez, Sofia",117,372.05,,,CCD
2024-08,"Monroe, Brian","Monroe, Brian",219,705.1,,,CCD
2024-08,"Morton, Andrew","Morton, Andrew",148,539.29,,,CCD
2024-08,"Nash, Vanessa","Nash, Vanessa",48,143.94,,,CCD
2024-08,"Oliver, Jason","Oliver, Jason",22,78.85,,,CCD
2024-08,"Park, Jennifer","Park, Jennifer",5,19.24,,,CCD
2024-08,"Quinn, Robert","Quinn, Robert",18,46.84,,,CCD
2024-08,"Rivera, Carlos","Rivera, Carlos",110,364.97,,,CCD
2024-08,"Robinson, Tanya","Robinson, Tanya",35,132.99,,,CCD
2024-08,"Ross, Graham","Ross, Graham",101,376.94,,,CCD
2024-08,"Sato, Hiroshi","Sato, Hiroshi",169,475.24,,,CCD
2024-09,"Aldridge, Marcus","Aldridge, Marcus",86,303.13,,,CCD
2024-09,"Barlow, Stephanie","Barlow, Stephanie",156,585.36,,,CCD
2024-09,"Beckett, James","Beckett, James",63,188.44,,,CCD
2024-09,"Carver, Elena","Carver, Elena",19,57.82,,,CCD
2024-09,"Chen, David","Chen, David",78,286.5105,,,CCD
2024-09,"Cheng, Michelle","Cheng, Michelle",187,610.77,,,CCD
2024-09,"Cordova, Isabel","Cordova, Isabel",71,241.14,,,CCD
2024-09,"Daley, Kevin","Daley, Kevin",170,564.03,,,CCD
2024-09,"Denton, Rachel","Denton, Rachel",133,468.45,,,CCD
2024-09,"Devlin, Sean","Devlin, Sean",160,574.35,,,CCD
2024-09,"Donovan, Laura","Donovan, Laura",210,704.511,,,CCD
2024-09,"Ellison, Michael","Ellison, Michael",80,271.87,,,CCD
2024-09,"Farley, Christopher","Farley, Christopher",42,153.65,,,CCD
2024-09,"Foster, Nathan","Foster, Nathan",36,107.07,,,CCD
2024-09,"Garrett, Steven","Garrett, Steven",46,159.03,,,CCD
2024-09,"Gibson, Amanda","Gibson, Amanda",103,364.82,,,CCD
2024-09,"Graves, Anya","Graves, Anya",50,155.05,,,CCD
2024-09,"Griffin, Jonathan","Griffin, Jonathan",74,247.43,,,CCD
2024-09,"Hale, Samantha","Hale, Samantha",103,361.23,,,CCD
2024-09,"Harmon, Julia","Harmon, Julia",98,263.9,,,CCD
2024-09,"Hassan, Omar","Hassan, Omar",151,551.99,,,CCD
2024-09,"Hughes, Nadia","Hughes, Nadia",40,132.44,,,CCD
2024-09,"Jensen, Alicia","Jensen, Alicia",76,252.12,,,CCD
2024-09,"Jordan, Matthew","Jordan, Matthew",136,424.08,,,CCD
2024-09,"Kaufman, Rebecca","Kaufman, Rebecca",177,587.21,,,CCD
2024-09,"Kimura, Leslie","Kimura, Leslie",229,849.62,,,CCD
2024-09,"Lawson, Charles","Lawson, Charles",115,397.41,,,CCD
2024-09,"Lim, Angela","Lim, Angela",83,286.59,,,CCD
2024-09,"Marsh, Tyler","Marsh, Tyler",28,85.44,,,CCD
2024-09,"McCoy, Ethan","McCoy, Ethan",155,504.12,,,CCD
2024-09,"Mendez, Sofia","Mendez, Sofia",92,296.63,,,CCD
2024-09,"Monroe, Brian","Monroe, Brian",160,528.24,,,CCD
2024-09,"Morton, Andrew","Morton, Andrew",119,438.95,,,CCD
2024-09,"Nash, Vanessa","Nash, Vanessa",38,121.99,,,CCD
2024-09,"Oliver, Jason","Oliver, Jason",60,204.25,,,CCD
2024-09,"Quinn, Robert","Quinn, Robert",17,68.45,,,CCD
2024-09,"Rivera, Carlos","Rivera, Carlos",116,388.43,,,CCD
2024-09,"Robinson, Tanya","Robinson, Tanya",36,124.1,,,CCD
2024-09,"Ross, Graham","Ross, Graham",103,390.36,,,CCD
2024-09,"Sato, Hiroshi","Sato, Hiroshi",116,322.24,,,CCD
2024-10,"Aldridge, Marcus","Aldridge, Marcus",95,357.25,,,CCD
2024-10,"Barlow, Stephanie","Barlow, Stephanie",135,495.1,,,CCD
2024-10,"Beckett, James","Beckett, James",95,291.14,,,CCD
2024-10,"Carver, Elena","Carver, Elena",42,133.34,,,CCD
2024-10,"Chen, David","Chen, David",22,60.68,,,CCD
2024-10,"Cheng, Michelle","Cheng, Michelle",151,497.6505,,,CCD
2024-10,"Cordova, Isabel","Cordova, Isabel",78,258.69,,,CCD
2024-10,"Daley, Kevin","Daley, Kevin",109,372.35,,,CCD
2024-10,"Denton, Rachel","Denton, Rachel",141,539.22,,,CCD
2024-10,"Devlin, Sean","Devlin, Sean",212,756.04,,,CCD
2024-10,"Donovan, Laura","Donovan, Laura",156,478.7,,,CCD
2024-10,"Ellison, Michael","Ellison, Michael",62,210.48,,,CCD
2024-10,"Farley, Christopher","Farley, Christopher",35,138.46,,,CCD
2024-10,"Foster, Nathan","Foster, Nathan",88,279.36,,,CCD
2024-10,"Garrett, Steven","Garrett, Steven",50,167.84,,,CCD
2024-10,"Gibson, Amanda","Gibson, Amanda",109,381.8205,,,CCD
2024-10,"Goodwin, Eric","Goodwin, Eric",76,241.2505,,,CCD
2024-10,"Graves, Anya","Graves, Anya",48,156.91,,,CCD
2024-10,"Griffin, Jonathan","Griffin, Jonathan",89,316.94,,,CCD
2024-10,"Hale, Samantha","Hale, Samantha",76,268.49,,,CCD
2024-10,"Harmon, Julia","Harmon, Julia",114,313.42,,,CCD
2024-10,"Hassan, Omar","Hassan, Omar",176,677.18,,,CCD
2024-10,"Hughes, Nadia","Hughes, Nadia",50,189.7,,,CCD
2024-10,"Jensen, Alicia","Jensen, Alicia",65,196.26,,,CCD
2024-10,"Jordan, Matthew","Jordan, Matthew",176,513.76,,,CCD
2024-10,"Kaufman, Rebecca","Kaufman, Rebecca",120,426.33,,,CCD
2024-10,"Kimura, Leslie","Kimura, Leslie",213,769.622,,,CCD
2024-10,"Lawson, Charles","Lawson, Charles",103,348.1,,,CCD
2024-10,"Lim, Angela","Lim, Angela",66,234.33,,,CCD
2024-10,"Marsh, Tyler","Marsh, Tyler",92,328.73,,,CCD
2024-10,"McCoy, Ethan","McCoy, Ethan",176,539.03,,,CCD
2024-10,"Mendez, Sofia","Mendez, Sofia",94,290.43,,,CCD
2024-10,"Monroe, Brian","Monroe, Brian",211,717.51,,,CCD
2024-10,"Morton, Andrew","Morton, Andrew",87,294.94,,,CCD
2024-10,"Nash, Vanessa","Nash, Vanessa",35,102.32,,,CCD
2024-10,"Oliver, Jason","Oliver, Jason",79,275.52,,,CCD
2024-10,"Quinn, Robert","Quinn, Robert",23,89.59,,,CCD
2024-10,"Reyes, Diana","Reyes, Diana",59,230.1,,,CCD
2024-10,"Rivera, Carlos","Rivera, Carlos",121,403.77,,,CCD
2024-10,"Robinson, Tanya","Robinson, Tanya",62,234.05,,,CCD
2024-10,"Ross, Graham","Ross, Graham",66,221.06,,,CCD
2024-10,"Sato, Hiroshi","Sato, Hiroshi",141,405.18,,,CCD
2024-11,"Aldridge, Marcus","Aldridge, Marcus",67,222.62,,,CCD
2024-11,"Barlow, Stephanie","Barlow, Stephanie",119,378.56,,,CCD
2024-11,"Beckett, James","Beckett, James",60,176.74,,,CCD
2024-11,"Carver, Elena","Carver, Elena",41,144.8905,,,CCD
2024-11,"Cheng, Michelle","Cheng, Michelle",133,446.16,,,CCD
2024-11,"Cordova, Isabel","Cordova, Isabel",75,267.78,,,CCD
2024-11,"Daley, Kevin","Daley, Kevin",137,464.1,,,CCD
2024-11,"Denton, Rachel","Denton, Rachel",165,586.97,,,CCD
2024-11,"Devlin, Sean","Devlin, Sean",165,580.47,,,CCD
2024-11,"Donovan, Laura","Donovan, Laura",134,432.8405,,,CCD
2024-11,"Ellison, Michael","Ellison, Michael",87,298.99,,,CCD
2024-11,"Farley, Christopher","Farley, Christopher",37,143.13,,,CCD
2024-11,"Fleming, Audrey","Fleming, Audrey",11,28.45,,,CCD
2024-11,"Foster, Nathan","Foster, Nathan",92,262.63,,,CCD
2024-11,"Garrett, Steven","Garrett, Steven",51,188.58,,,CCD
2024-11,"Gibson, Amanda","Gibson, Amanda",97,350.3,,,CCD
2024-11,"Goodwin, Eric","Goodwin, Eric",76,233.06,,,CCD
2024-11,"Graves, Anya","Graves, Anya",44,160.26,,,CCD
2024-11,"Griffin, Jonathan","Griffin, Jonathan",55,192.8,,,CCD
2024-11,"Hale, Samantha","Hale, Samantha",71,246.12,,,CCD
2024-11,"Harmon, Julia","Harmon, Julia",79,227.09,,,CCD
2024-11,"Hassan, Omar","Hassan, Omar",161,607.48,,,CCD
2024-11,"Hughes, Nadia","Hughes, Nadia",79,286.27,,,CCD
2024-11,"Jensen, Alicia","Jensen, Alicia",131,417.21,,,CCD
2024-11,"Jordan, Matthew","Jordan, Matthew",170,555.93,,,CCD
2024-11,"Kaufman, Rebecca","Kaufman, Rebecca",137,441.2905,,,CCD
2024-11,"Kent, Daniel","Kent, Daniel",17,61.34,,,CCD
2024-11,"Kimura, Leslie","Kimura, Leslie",190,660.944,,,CCD
2024-11,"Lawson, Charles","Lawson, Charles",85,260.57,,,CCD
2024-11,"Lim, Angela","Lim, Angela",69,215.69,,,CCD
2024-11,"Marsh, Tyler","Marsh, Tyler",61,198.66,,,CCD
2024-11,"McCoy, Ethan","McCoy, Ethan",136,456.91,,,CCD
2024-11,"Mendez, Sofia","Mendez, Sofia",88,285.97,,,CCD
2024-11,"Monroe, Brian","Monroe, Brian",169,516.85,,,CCD
2024-11,"Morton, Andrew","Morton, Andrew",69,228.63,,,CCD
2024-11,"Nash, Vanessa","Nash, Vanessa",39,143.07,,,CCD
2024-11,"Norris, Patricia","Norris, Patricia",170,621.95,,,CCD
2024-11,"Oliver, Jason","Oliver, Jason",39,125.7,,,CCD
2024-11,"Park, Jennifer","Park, Jennifer",9,32.72,,,CCD
2024-11,"Quinn, Robert","Quinn, Robert",22,72.94,,,CCD
2024-11,"Reyes, Diana","Reyes, Diana",61,222.745,,,CCD
2024-11,"Rivera, Carlos","Rivera, Carlos",112,326.6,,,CCD
2024-11,"Robinson, Tanya","Robinson, Tanya",42,144.79,,,CCD
2024-11,"Ross, Graham","Ross, Graham",60,204.86,,,CCD
2024-11,"Sato, Hiroshi","Sato, Hiroshi",146,423.18,,,CCD
2024-12,"Aldridge, Marcus","Aldridge, Marcus",64,198.7,,,CCD
2024-12,"Barlow, Stephanie","Barlow, Stephanie",113,333.38,,,CCD
2024-12,"Beckett, James","Beckett, James",55,159.72,,,CCD
2024-12,"Carver, Elena","Carver, Elena",50,183.57,,,CCD
2024-12,"Cheng, Michelle","Cheng, Michelle",97,309.85,,,CCD
2024-12,"Cordova, Isabel","Cordova, Isabel",98,344.86,,,CCD
2024-12,"Daley, Kevin","Daley, Kevin",100,373.67,,,CCD
2024-12,"Denton, Rachel","Denton, Rachel",124,425.41,,,CCD
2024-12,"Devlin, Sean","Devlin, Sean",141,496.04,,,CCD
2024-12,"Donovan, Laura","Donovan, Laura",118,405.81,,,CCD
2024-12,"Ellison, Michael","Ellison, Michael",53,166.7,,,CCD
2024-12,"Farley, Christopher","Farley, Christopher",54,188.08,,,CCD
2024-12,"Fleming, Audrey","Fleming, Audrey",30,108.84,,,CCD
2024-12,"Foster, Nathan","Foster, Nathan",66,208.69,,,CCD
2024-12,"Garrett, Steven","Garrett, Steven",48,164.71,,,CCD
2024-12,"Gibson, Amanda","Gibson, Amanda",68,239.23,,,CCD
2024-12,"Goodwin, Eric","Goodwin, Eric",36,129.14,,,CCD
2024-12,"Graves, Anya","Graves, Anya",68,239.11,,,CCD
2024-12,"Griffin, Jonathan","Griffin, Jonathan",60,191.8,,,CCD
2024-12,"Hale, Samantha","Hale, Samantha",92,335.47,,,CCD
2024-12,"Harmon, Julia","Harmon, Julia",112,308.7,,,CCD
2024-12,"Hassan, Omar","Hassan, Omar",180,695.57,,,CCD
2024-12,"Hughes, Nadia","Hughes, Nadia",33,113.98,,,CCD
2024-12,"Jensen, Alicia","Jensen, Alicia",93,337.73,,,CCD
2024-12,"Jordan, Matthew","Jordan, Matthew",126,392.24,,,CCD
2024-12,"Kaufman, Rebecca","Kaufman, Rebecca",109,363.22,,,CCD
2024-12,"Kent, Daniel","Kent, Daniel",25,94.35,,,CCD
2024-12,"Kimura, Leslie","Kimura, Leslie",164,575.362,,,CCD
2024-12,"Lawson, Charles","Lawson, Charles",105,321.34,,,CCD
2024-12,"Lim, Angela","Lim, Angela",61,209.44,,,CCD
2024-12,"Marsh, Tyler","Marsh, Tyler",68,244.36,,,CCD
2024-12,"McCoy, Ethan","McCoy, Ethan",142,469.84,,,CCD
2024-12,"Mendez, Sofia","Mendez, Sofia",81,258.0,,,CCD
2024-12,"Monroe, Brian","Monroe, Brian",168,556.92,,,CCD
2024-12,"Morton, Andrew","Morton, Andrew",109,405.91,,,CCD
2024-12,"Nash, Vanessa","Nash, Vanessa",44,151.1,,,CCD
2024-12,"Norris, Patricia","Norris, Patricia",147,542.68,,,CCD
2024-12,"Oliver, Jason","Oliver, Jason",55,190.19,,,CCD
2024-12,"Quinn, Robert","Quinn, Robert",32,130.45,,,CCD
2024-12,"Reyes, Diana","Reyes, Diana",55,212.42,,,CCD
2024-12,"Rivera, Carlos","Rivera, Carlos",61,205.88,,,CCD
2024-12,"Robinson, Tanya","Robinson, Tanya",55,198.18,,,CCD
2024-12,"Ross, Graham","Ross, Graham",70,248.08,,,CCD
2024-12,"Sato, Hiroshi","Sato, Hiroshi",130,385.99,,,CCD
2025-01,"Aldridge, Marcus","Aldridge, Marcus",67,209.18,,,CCD
2025-01,"Barlow, Stephanie","Barlow, Stephanie",85,234.8,,,CCD
2025-01,"Beckett, James","Beckett, James",54,180.92,,,CCD
2025-01,"Carver, Elena","Carver, Elena",22,73.445,,,CCD
2025-01,"Chen, David","Chen, David",46,170.75,,,CCD
2025-01,"Cheng, Michelle","Cheng, Michelle",109,340.69,,,CCD
2025-01,"Cordova, Isabel","Cordova, Isabel",72,249.46,,,CCD
2025-01,"Daley, Kevin","Daley, Kevin",84,248.66,,,CCD
2025-01,"Denton, Rachel","Denton, Rachel",118,440.86,,,CCD
2025-01,"Devlin, Sean","Devlin, Sean",152,562.24,,,CCD
2025-01,"Donovan, Laura","Donovan, Laura",124,424.085,,,CCD
2025-01,"Ellison, Michael","Ellison, Michael",64,226.67,,,CCD
2025-01,"Farley, Christopher","Farley, Christopher",16,47.46,,,CCD
2025-01,"Fleming, Audrey","Fleming, Audrey",33,127.2,,,CCD
2025-01,"Foster, Nathan","Foster, Nathan",48,145.83,,,CCD
2025-01,"Garrett, Steven","Garrett, Steven",65,217.8,,,CCD
2025-01,"Gibson, Amanda","Gibson, Amanda",43,159.49,,,CCD
2025-01,"Goodwin, Eric","Goodwin, Eric",69,208.5605,,,CCD
2025-01,"Graves, Anya","Graves, Anya",67,247.53,,,CCD
2025-01,"Griffin, Jonathan","Griffin, Jonathan",47,154.8,,,CCD
2025-01,"Hale, Samantha","Hale, Samantha",72,266.85,,,CCD
2025-01,"Harmon, Julia","Harmon, Julia",80,224.38,,,CCD
2025-01,"Hassan, Omar","Hassan, Omar",128,493.72,,,CCD
2025-01,"Hughes, Nadia","Hughes, Nadia",44,162.96,,,CCD
2025-01,"Jensen, Alicia","Jensen, Alicia",65,218.45,,,CCD
2025-01,"Jordan, Matthew","Jordan, Matthew",126,382.61,,,CCD
2025-01,"Kaufman, Rebecca","Kaufman, Rebecca",114,366.0,,,CCD
2025-01,"Kent, Daniel","Kent, Daniel",43,161.66,,,CCD
2025-01,"Kimura, Leslie","Kimura, Leslie",174,640.4935,,,CCD
2025-01,"Lawson, Charles","Lawson, Charles",87,277.69,,,CCD
2025-01,"Lim, Angela","Lim, Angela",74,261.72,,,CCD
2025-01,"Marsh, Tyler","Marsh, Tyler",58,206.63,,,CCD
2025-01,"McCoy, Ethan","McCoy, Ethan",129,435.19,,,CCD
2025-01,"Mendez, Sofia","Mendez, Sofia",70,213.78,,,CCD
2025-01,"Monroe, Brian","Monroe, Brian",129,420.69,,,CCD
2025-01,"Morton, Andrew","Morton, Andrew",92,316.17,,,CCD
2025-01,"Nash, Vanessa","Nash, Vanessa",55,174.38,,,CCD
2025-01,"Norris, Patricia","Norris, Patricia",181,658.7405,,,CCD
2025-01,"Oliver, Jason","Oliver, Jason",78,280.88,,,CCD
2025-01,"Park, Jennifer","Park, Jennifer",19,62.26,,,CCD
2025-01,"Quinn, Robert","Quinn, Robert",83,290.56,,,CCD
2025-01,"Reyes, Diana","Reyes, Diana",57,199.34,,,CCD
2025-01,"Rivera, Carlos","Rivera, Carlos",97,322.68,,,CCD
2025-01,"Robinson, Tanya","Robinson, Tanya",55,192.01,,,CCD
2025-01,"Ross, Graham","Ross, Graham",85,301.57,,,CCD
2025-01,"Sato, Hiroshi","Sato, Hiroshi",81,249.73,,,CCD
2025-02,"Aldridge, Marcus","Aldridge, Marcus",47,161.08,,,CCD
2025-02,"Barlow, Stephanie","Barlow, Stephanie",111,311.57,,,CCD
2025-02,"Beckett, James","Beckett, James",69,222.12,,,CCD
2025-02,"Carver, Elena","Carver, Elena",62,219.13,,,CCD
2025-02,"Chen, David","Chen, David",61,223.26,,,CCD
2025-02,"Cheng, Michelle","Cheng, Michelle",105,344.64,,,CCD
2025-02,"Cordova, Isabel","Cordova, Isabel",52,187.76,,,CCD
2025-02,"Daley, Kevin","Daley, Kevin",103,379.57,,,CCD
2025-02,"Denton, Rachel","Denton, Rachel",106,407.99,,,CCD
2025-02,"Devlin, Sean","Devlin, Sean",173,623.52,,,CCD
2025-02,"Donovan, Laura","Donovan, Laura",127,410.1,,,CCD
2025-02,"Ellison, Michael","Ellison, Michael",64,214.7,,,CCD
2025-02,"Farley, Christopher","Farley, Christopher",23,66.7,,,CCD
2025-02,"Fleming, Audrey","Fleming, Audrey",35,146.59,,,CCD
2025-02,"Foster, Nathan","Foster, Nathan",72,218.75,,,CCD
2025-02,"Garrett, Steven","Garrett, Steven",48,183.8,,,CCD
2025-02,"Gibson, Amanda","Gibson, Amanda",111,393.1,,,CCD
2025-02,"Goodwin, Eric","Goodwin, Eric",51,175.68,,,CCD
2025-02,"Graves, Anya","Graves, Anya",51,185.13,,,CCD
2025-02,"Griffin, Jonathan","Griffin, Jonathan",70,266.18,,,CCD
2025-02,"Hale, Samantha","Hale, Samantha",62,217.32,,,CCD
2025-02,"Harmon, Julia","Harmon, Julia",70,193.73,,,CCD
2025-02,"Hassan, Omar","Hassan, Omar",169,638.35,,,CCD
2025-02,"Hughes, Nadia","Hughes, Nadia",54,186.11,,,CCD
2025-02,"Jensen, Alicia","Jensen, Alicia",80,271.84,,,CCD
2025-02,"Jordan, Matthew","Jordan, Matthew",152,478.09,,,CCD
2025-02,"Kaufman, Rebecca","Kaufman, Rebecca",103,346.66,,,CCD
2025-02,"Kent, Daniel","Kent, Daniel",12,42.96,,,CCD
2025-02,"Kimura, Leslie","Kimura, Leslie",145,534.7395,,,CCD
2025-02,"Lawson, Charles","Lawson, Charles",99,326.04,,,CCD
2025-02,"Lim, Angela","Lim, Angela",75,276.67,,,CCD
2025-02,"Marsh, Tyler","Marsh, Tyler",46,155.04,,,CCD
2025-02,"McCoy, Ethan","McCoy, Ethan",13,31.42,,,CCD
2025-02,"Monroe, Brian","Monroe, Brian",145,482.55,,,CCD
2025-02,"Morton, Andrew","Morton, Andrew",87,305.97,,,CCD
2025-02,"Nash, Vanessa","Nash, Vanessa",33,109.23,,,CCD
2025-02,"Norris, Patricia","Norris, Patricia",141,511.73,,,CCD
2025-02,"Oliver, Jason","Oliver, Jason",41,113.85,,,CCD
2025-02,"Quinn, Robert","Quinn, Robert",71,240.05,,,CCD
2025-02,"Reyes, Diana","Reyes, Diana",35,130.65,,,CCD
2025-02,"Rivera, Carlos","Rivera, Carlos",78,254.79,,,CCD
2025-02,"Robinson, Tanya","Robinson, Tanya",39,141.15,,,CCD
2025-02,"Ross, Graham","Ross, Graham",60,209.8,,,CCD
2025-02,"Sato, Hiroshi","Sato, Hiroshi",64,186.96,,,CCD
2025-03,"Aldridge, Marcus","Aldridge, Marcus",95,349.67,,,CCD
2025-03,"Barlow, Stephanie","Barlow, Stephanie",131,351.87,,,CCD
2025-03,"Beckett, James","Beckett, James",72,245.07,,,CCD
2025-03,"Carver, Elena","Carver, Elena",48,174.54,,,CCD
2025-03,"Chen, David","Chen, David",90,329.83,,,CCD
2025-03,"Cheng, Michelle","Cheng, Michelle",147,442.27,,,CCD
2025-03,"Cordova, Isabel","Cordova, Isabel",81,269.23,,,CCD
2025-03,"Daley, Kevin","Daley, Kevin",56,170.35,,,CCD
2025-03,"Denton, Rachel","Denton, Rachel",109,384.33,,,CCD
2025-03,"Devlin, Sean","Devlin, Sean",163,601.42,,,CCD
2025-03,"Donovan, Laura","Donovan, Laura",131,466.1,,,CCD
2025-03,"Ellison, Michael","Ellison, Michael",63,226.52,,,CCD
2025-03,"Farley, Christopher","Farley, Christopher",44,149.32,,,CCD
2025-03,"Fleming, Audrey","Fleming, Audrey",45,187.83,,,CCD
2025-03,"Foster, Nathan","Foster, Nathan",100,277.67,,,CCD
2025-03,"Garrett, Steven","Garrett, Steven",75,246.69,,,CCD
2025-03,"Gibson, Amanda","Gibson, Amanda",81,306.81,,,CCD
2025-03,"Goodwin, Eric","Goodwin, Eric",94,289.48,,,CCD
2025-03,"Graves, Anya","Graves, Anya",59,197.73,,,CCD
2025-03,"Griffin, Jonathan","Griffin, Jonathan",57,198.29,,,CCD
2025-03,"Hale, Samantha","Hale, Samantha",96,351.23,,,CCD
2025-03,"Harmon, Julia","Harmon, Julia",115,343.46,,,CCD
2025-03,"Hassan, Omar","Hassan, Omar",172,664.64,,,CCD
2025-03,"Hughes, Nadia","Hughes, Nadia",46,121.99,,,CCD
2025-03,"Jensen, Alicia","Jensen, Alicia",86,267.83,,,CCD
2025-03,"Jordan, Matthew","Jordan, Matthew",143,454.13,,,CCD
2025-03,"Kaufman, Rebecca","Kaufman, Rebecca",105,347.47,,,CCD
2025-03,"Kent, Daniel","Kent, Daniel",37,147.54,,,CCD
2025-03,"Kimura, Leslie","Kimura, Leslie",220,799.4425,,,CCD
2025-03,"Lawson, Charles","Lawson, Charles",114,361.66,,,CCD
2025-03,"Lim, Angela","Lim, Angela",65,223.04,,,CCD
2025-03,"Marsh, Tyler","Marsh, Tyler",48,157.77,,,CCD
2025-03,"McCoy, Ethan","McCoy, Ethan",144,509.31,,,CCD
2025-03,"Mendez, Sofia","Mendez, Sofia",49,133.5,,,CCD
2025-03,"Monroe, Brian","Monroe, Brian",168,548.12,,,CCD
2025-03,"Morton, Andrew","Morton, Andrew",106,340.54,,,CCD
2025-03,"Nash, Vanessa","Nash, Vanessa",72,211.7,,,CCD
2025-03,"Norris, Patricia","Norris, Patricia",36,133.18,,,CCD
2025-03,"Oliver, Jason","Oliver, Jason",61,235.16,,,CCD
2025-03,"Park, Jennifer","Park, Jennifer",13,49.98,,,CCD
2025-03,"Quinn, Robert","Quinn, Robert",52,186.63,,,CCD
2025-03,"Reyes, Diana","Reyes, Diana",46,150.77,,,CCD
2025-03,"Rivera, Carlos","Rivera, Carlos",100,351.76,,,CCD
2025-03,"Robinson, Tanya","Robinson, Tanya",60,218.14,,,CCD
2025-03,"Ross, Graham","Ross, Graham",99,355.05,,,CCD
2025-03,"Sato, Hiroshi","Sato, Hiroshi",141,380.74,,,CCD
2025-04,"Aldridge, Marcus","Aldridge, Marcus",72,272.25,,,CCD
2025-04,"Barlow, Stephanie","Barlow, Stephanie",69,200.61,,,CCD
2025-04,"Beckett, James","Beckett, James",62,195.35,,,CCD
2025-04,"Carver, Elena","Carver, Elena",13,41.34,,,CCD
2025-04,"Chen, David","Chen, David",60,220.26,,,CCD
